ano_avaliacao,codigo_uf,sigla_uf,codigo_municipio,nome_municipio,id_aluno,id_escola,tipo_serie,tipo_dependencia,presenca_lp,preenchimento_lp,codigo_caderno_lp,peso_aluno_lp,proficiencia_lp,alfabetizado_oficial,alfabetizado_calculado_743,divergencia_indicador_743
2024,41,PR,4103909,Campina da Lagoa,41035824,60031943,2,3,1,1,17,1.14,764.3,1,1,0
2024,33,RJ,3304557,Rio de Janeiro,33148361,60024524,2,3,1,1,8,1.24,735.68,0,0,0
2024,12,AC,1200401,Rio Branco,12011498,60000499,2,2,1,1,2,1.17,752.23,1,1,0
2024,43,RS,4314902,Porto Alegre,43062259,60037999,2,2,1,1,15,1.2142857,672.2322536,0,0,0
2024,35,SP,3550308,São Paulo,35423082,60027280,2,3,1,1,14,1.24,672.6356435,0,0,0
2024,11,RO,1101492,São Francisco do Guaporé,11017127,60000380,2,3,1,1,1,1.21,717.12,0,0,0
2024,41,PR,4128104,Umuarama,41103826,60033929,2,3,1,1,3,1.18,732.93,0,0,0
2024,35,SP,3515004,Embu das Artes,35330181,60026216,2,2,1,1,20,1.1176471,750.2342226,1,1,0
2024,35,SP,3549904,São José dos Campos,35189419,60027096,2,3,0,0,1,,,0,,
2024,27,AL,2708501,São Luís do Quitunde,27028443,60013574,2,3,1,1,2,1.0,780.93,1,1,0
2024,23,CE,2304400,Fortaleza,23087136,60008066,2,3,1,1,9,1.04,817.42,1,1,0
2024,25,PB,2501609,Barra de Santa Rosa,25025924,60010599,2,3,1,1,9,1.2,701.82,0,0,0
2024,15,PA,1501402,Belém,15089462,60001955,2,3,1,1,18,1.44,769.94,1,1,0
2024,41,PR,4116901,Nova Esperança,41106407,60032035,2,3,1,1,17,1.32,750.31,1,1,0
2024,35,SP,3550308,São Paulo,35363046,60029443,2,3,1,1,7,1.0357143,702.5766138,0,0,0
2024,33,RJ,3302403,Macaé,33042284,60025487,2,3,1,1,13,1.24,737.83,0,0,0
2024,29,BA,2923605,Paramirim,29165500,60016389,2,3,1,1,18,1.0,701.5,0,0,0
2024,41,PR,4105805,Colombo,41097728,60033459,2,3,1,1,6,1.21,791.66,1,1,0
2024,35,SP,3550308,São Paulo,35363727,60030910,2,3,1,1,11,1.2,794.8106769,1,1,0
2024,22,PI,2203909,Floriano,22020780,60006996,2,3,1,1,7,1.09,755.42,1,1,0
2024,11,RO,1100049,Cacoal,11001983,60000171,2,2,0,0,1,,,0,,
2024,21,MA,2101004,Arari,21057023,60004570,2,3,1,1,16,1.0,771.85,1,1,0
2024,17,TO,1718881,Santa Maria do Tocantins,17017267,60004142,2,3,1,1,13,1.27,676.48,0,0,0
2024,35,SP,3554102,Taubaté,35225386,60029113,2,3,1,1,13,1.0,756.6902209,1,1,0
2024,41,PR,4101507,Arapongas,41087088,60033831,2,3,1,1,20,1.04,762.86,1,1,0
2024,26,PE,2611606,Recife,26054159,60012961,2,3,1,1,4,1.0,691.59,0,0,0
2024,27,AL,2706406,Pão de Açúcar,27022343,60013274,2,3,1,1,8,1.08,686.09,0,0,0
2024,43,RS,4321501,Torres,43094717,60038886,2,3,1,1,11,1.2380952,659.2353675,0,0,0
2024,35,SP,3525904,Jundiaí,35108706,60031110,2,3,1,1,8,1.0,740.5414968,0,0,0
2024,35,SP,3549904,São José dos Campos,35186075,60026278,2,2,1,1,20,1.2222222,705.2547548,0,0,0
2024,35,SP,3505500,Barretos,35020368,60030573,2,3,1,1,18,1.08,719.8770178,0,0,0
2024,31,MG,3170206,Uberlândia,31074394,60021485,2,3,0,0,20,,,0,,
2024,11,RO,1100205,Porto Velho,11013403,60000354,2,3,1,1,14,1.11,697.56,0,0,0
2024,25,PB,2507507,João Pessoa,25033931,60011087,2,3,1,1,20,1.09,787.51,1,1,0
2024,32,ES,3200169,Água Doce do Norte,32030340,60022229,2,3,1,1,17,1.05,753.05,1,1,0
2024,31,MG,3108602,Brasília de Minas,31035632,60019123,2,2,1,1,13,1.12,760.83,1,1,0
2024,15,PA,1506807,Santarém,15071025,60001674,2,3,1,1,18,1.1,727.0,0,0,0
2024,27,AL,2704302,Maceió,27014150,60014015,2,3,1,1,11,1.0,774.62,1,1,0
2024,21,MA,2103901,Duque Bacelar,21039678,60005344,2,3,1,1,12,1.07,644.46,0,0,0
2024,41,PR,4104808,Cascavel,41057586,60032722,2,3,1,1,18,1.24,765.68,1,1,0
2024,53,DF,5300108,Brasília,53002589,60042464,2,2,1,1,15,1.67,786.04,1,1,0
2024,42,SC,4202404,Blumenau,42008059,60035702,2,2,1,1,21,1.41,643.16,0,0,0
2024,52,GO,5205497,Cidade Ocidental,52063407,60041903,2,3,1,1,9,1.04,773.53,1,1,0
2024,32,ES,3205200,Vila Velha,32012817,60022671,2,3,0,0,20,,,0,,
2024,35,SP,3536208,Pariquera-Açu,35151649,60030817,2,3,1,1,5,1.04,753.8206224,1,1,0
2024,35,SP,3513009,Cotia,35253847,60028702,2,3,1,1,15,1.1153846,770.5804818,1,1,0
2024,23,CE,2310308,Parambu,23068301,60008359,2,3,1,1,18,1.0,798.09,1,1,0
2024,35,SP,3529005,Marília,35118749,60027882,2,3,1,1,4,1.25,747.4929725,1,1,0
2024,52,GO,5208707,Goiânia,52006951,60041716,2,3,1,1,18,1.25,734.21,0,0,0
2024,41,PR,4127502,Tibagi,41093284,60032464,2,3,1,1,8,1.46,736.51,0,0,0
2024,13,AM,1300904,Canutama,13005203,60001414,2,2,0,0,1,,,0,,
2024,35,SP,3550308,São Paulo,35402786,60026541,2,2,1,1,1,1.04,787.2131925,1,1,0
2024,35,SP,3521002,Iperó,35080640,60029461,2,3,1,1,5,1.0952381,711.4686378,0,0,0
2024,51,MT,5105259,Lucas do Rio Verde,51049057,60040702,2,3,1,1,10,1.24,778.65,1,1,0
2024,32,ES,3201902,Domingos Martins,32043861,60022491,2,3,1,1,3,1.4,700.79,0,0,0
2024,31,MG,3106200,Belo Horizonte,31148636,60018069,2,3,1,1,10,1.11,709.32,0,0,0
2024,31,MG,3151206,Pirapora,31192267,60019252,2,3,1,1,21,1.15,695.34,0,0,0
2024,15,PA,1502152,Canaã dos Carajás,15023573,60002717,2,3,1,1,7,1.43,743.91,1,1,0
2024,35,SP,3551009,São Vicente,35200577,60027580,2,3,0,0,11,,,0,,
2024,42,SC,4206652,Guatambú,42024218,60036042,2,3,1,1,2,1.3,705.62,0,0,0
2024,35,SP,3505708,Barueri,35234966,60028422,2,3,1,1,7,1.1666667,815.354407,1,1,0
2024,31,MG,3136207,João Monlevade,31029699,60019399,2,3,1,1,15,1.32,800.54,1,1,0
2024,31,MG,3170206,Uberlândia,31082975,60020101,2,2,1,1,3,1.1,784.29,1,1,0
2024,13,AM,1300680,Boa Vista do Ramos,13003976,60001228,2,3,1,1,20,1.28,735.89,0,0,0
2024,17,TO,1721000,Palmas,17002175,60004134,2,3,1,1,13,1.29,721.34,0,0,0
2024,35,SP,3550506,São Pedro do Turvo,35129882,60029654,2,3,1,1,2,1.0454545,776.7868108,1,1,0
2024,35,SP,3548708,São Bernardo do Campo,35316544,60027510,2,3,1,1,7,1.2631579,753.681144,1,1,0
2024,29,BA,2929255,São Gabriel,29233694,60017089,2,3,1,1,8,1.0,657.26,0,0,0
2024,43,RS,4305108,Caxias do Sul,43021415,60039484,2,3,0,0,5,,,0,,
2024,15,PA,1504703,Moju,15048380,60002399,2,3,1,1,20,1.47,755.54,1,1,0
2024,51,MT,5107040,Primavera do Leste,51018616,60040568,2,3,1,1,6,1.27,706.1,0,0,0
2024,31,MG,3118601,Contagem,31200749,60018165,2,2,1,1,7,2.18,781.89,1,1,0
2024,35,SP,3550308,São Paulo,35358102,60026819,2,3,0,0,8,,,0,,
2024,35,SP,3541000,Praia Grande,35146182,60028847,2,3,1,1,15,1.037037,688.8725231,0,0,0
2024,33,RJ,3304557,Rio de Janeiro,33138138,60024733,2,3,1,1,10,1.08,747.98,1,1,0
2024,21,MA,2100600,Amarante do Maranhão,21024650,60004902,2,3,1,1,20,1.0,761.87,1,1,0
2024,21,MA,2111300,São Luís,21009345,60005832,2,3,1,1,4,1.12,767.8,1,1,0
2024,50,MS,5003702,Dourados,50022306,60039919,2,3,1,1,13,1.21,672.47,0,0,0
2024,21,MA,2111300,São Luís,21010451,60005992,2,3,1,1,10,1.05,800.83,1,1,0
2024,35,SP,3513801,Diadema,35255334,60026594,2,2,1,1,6,1.0344828,791.8228781,1,1,0
2024,31,MG,3100104,Abadia dos Dourados,31119739,60021299,2,3,1,1,13,1.0,791.18,1,1,0
2024,35,SP,3543907,Rio Claro,35113598,60026202,2,3,1,1,8,1.0,748.6228823,1,1,0
2024,15,PA,1506609,Santa Maria do Pará,15068628,60002260,2,3,1,1,18,1.12,662.73,0,0,0
2024,16,AP,1600303,Macapá,16002173,60003701,2,3,1,1,21,1.09,758.2,1,1,0
2024,33,RJ,3301702,Duque de Caxias,33028009,60024045,2,3,1,1,12,1.2,696.98,0,0,0
2024,32,ES,3205002,Serra,32001614,60022612,2,3,1,1,1,1.04,774.63,1,1,0
2024,17,TO,1702158,Araguanã,17009723,60003943,2,3,1,1,21,1.09,791.13,1,1,0
2024,50,MS,5003157,Coronel Sapucaia,50034387,60039972,2,3,1,1,2,1.0,768.93,1,1,0
2024,12,AC,1200401,Rio Branco,12011923,60000492,2,3,0,0,19,,,0,,
2024,35,SP,3530607,Mogi das Cruzes,35299378,60031268,2,3,1,1,15,1.1,803.2574229,1,1,0
2024,51,MT,5102678,Campo Verde,51017234,60040792,2,3,1,1,8,1.16,739.27,0,0,0
2024,29,BA,2913606,Ilhéus,29095242,60016808,2,3,0,0,2,,,0,,
2024,23,CE,2304400,Fortaleza,23088715,60009366,2,3,1,1,11,1.04,671.23,0,0,0
2024,26,PE,2602803,Buíque,26064298,60011662,2,3,1,1,18,1.03,764.44,1,1,0
2024,41,PR,4105904,Colorado,41026376,60034337,2,3,0,0,1,,,0,,
2024,23,CE,2309102,Mulungu,23061673,60007867,2,3,1,1,15,1.0,809.86,1,1,0
2024,42,SC,4217600,Siderópolis,42027042,60034644,2,2,1,1,8,1.03,758.94,1,1,0
2024,51,MT,5101803,Barra do Garças,51047489,60040279,2,2,1,1,2,1.1,707.69,0,0,0
2024,13,AM,1302603,Manaus,13055782,60000915,2,2,1,1,9,1.31,740.63,0,0,0
2024,28,SE,2807402,Tobias Barreto,28014829,60014550,2,3,1,1,2,1.0,770.74,1,1,0
2024,35,SP,3513801,Diadema,35257987,60031084,2,3,1,1,21,1.0,710.6124544,0,0,0
2024,21,MA,2111201,São José de Ribamar,21003567,60005619,2,3,1,1,8,1.11,742.95,0,0,0
2024,29,BA,2913408,Igaporã,29092544,60016435,2,3,1,1,12,1.0,786.57,1,1,0
2024,43,RS,4320008,Sapucaia do Sul,43092795,60038752,2,3,0,0,7,,,0,,
2024,53,DF,5300108,Brasília,53018642,60042150,2,2,1,1,8,1.63,736.46,0,0,0
2024,35,SP,3509502,Campinas,35043014,60026721,2,2,1,1,10,1.0625,757.9446496,1,1,0
2024,17,TO,1716208,Paranã,17017614,60004077,2,3,0,0,1,,,0,,
2024,29,BA,2927408,Salvador,29201742,60016047,2,3,1,1,13,1.0,685.86,0,0,0
2024,33,RJ,3300506,Bom Jardim,33009599,60023413,2,3,0,0,1,,,0,,
2024,35,SP,3508405,Cabreúva,35079333,60027484,2,3,1,1,12,1.0526316,738.7146781,0,0,0
2024,35,SP,3550308,São Paulo,35434153,60031458,2,2,1,1,3,1.2,764.2377927,1,1,0
2024,26,PE,2611101,Petrolina,26070812,60012712,2,3,0,0,7,,,0,,
2024,31,MG,3162708,São João do Paraíso,31068685,60021592,2,3,1,1,3,1.05,782.04,1,1,0
2024,13,AM,1302603,Manaus,13038451,60000806,2,3,1,1,20,1.0,770.13,1,1,0
2024,13,AM,1302603,Manaus,13035720,60001346,2,3,1,1,19,1.14,736.14,0,0,0
2024,35,SP,3506003,Bauru,35024749,60029780,2,3,1,1,4,1.2608696,680.390554,0,0,0
2024,43,RS,4315602,Rio Grande,43070179,60038183,2,3,1,1,14,1.0666667,678.6174478,0,0,0
2024,26,PE,2612604,Santa Maria da Boa Vista,26074530,60012799,2,3,1,1,1,1.19,729.68,0,0,0
2024,35,SP,3540705,Porto Ferreira,35142537,60028313,2,3,1,1,7,1.0,698.9674405,0,0,0
2024,15,PA,1503093,Goianésia do Pará,15032195,60002517,2,3,1,1,6,1.0,637.95,0,0,0
2024,16,AP,1600600,Santana,16010203,60003837,2,3,1,1,8,1.22,791.29,1,1,0
2024,31,MG,3127602,Gouveia,31148541,60022073,2,3,1,1,15,1.0,740.56,0,0,0
2024,43,RS,4311106,Jaguari,43081050,60037476,2,3,1,1,3,1.0,733.6561981,0,0,0
2024,52,GO,5221858,Valparaíso de Goiás,52066700,60041992,2,3,1,1,16,1.11,755.86,1,1,0
2024,29,BA,2933307,Vitória da Conquista,29263648,60016598,2,3,1,1,13,1.0,808.76,1,1,0
2024,51,MT,5107909,Sinop,51028302,60040637,2,3,1,1,20,1.17,708.51,0,0,0
2024,27,AL,2700300,Arapiraca,27002875,60013393,2,3,1,1,5,1.0,693.26,0,0,0
2024,16,AP,1600303,Macapá,16005950,60003676,2,2,1,1,10,1.29,744.71,1,1,0
2024,35,SP,3552205,Sorocaba,35213223,60031223,2,3,1,1,5,1.1052632,777.5167141,1,1,0
2024,31,MG,3104007,Araxá,31029368,60020039,2,3,1,1,2,1.14,730.88,0,0,0
2024,35,SP,3516408,Franco da Rocha,35244574,60030601,2,3,1,1,8,1.0454545,748.6388598,1,1,0
2024,35,SP,3543402,Ribeirão Preto,35157746,60029429,2,3,1,1,12,1.3,797.1647403,1,1,0
2024,15,PA,1501402,Belém,15096151,60002028,2,3,1,1,8,1.35,744.68,1,1,0
2024,21,MA,2108009,Pastos Bons,21052915,60005461,2,3,1,1,8,1.0,789.49,1,1,0
2024,35,SP,3550308,São Paulo,35416136,60026975,2,3,1,1,4,1.1111111,685.7177513,0,0,0
2024,53,DF,5300108,Brasília,53008226,60042170,2,2,1,1,10,1.11,675.31,0,0,0
2024,35,SP,3547809,Santo André,35310054,60026131,2,2,1,1,15,1.0344828,811.0257937,1,1,0
2024,13,AM,1303809,São Gabriel da Cachoeira,13022301,60001376,2,2,1,1,2,1.13,609.01,0,0,0
2024,43,RS,4323002,Viamão,43103168,60039081,2,3,1,1,8,1.2857143,695.9011566,0,0,0
2024,24,RN,2412005,São Gonçalo do Amarante,24006632,60009980,2,3,0,0,11,,,0,,
2024,35,SP,3549805,São José do Rio Preto,35183863,60028858,2,3,1,1,7,1.2666667,815.354407,1,1,0
2024,31,MG,3138625,Limeira do Oeste,31095946,60020006,2,3,0,0,4,,,0,,
2024,26,PE,2611606,Recife,26052825,60012859,2,3,1,1,19,1.33,667.68,0,0,0
2024,42,SC,4209300,Lages,42055722,60035749,2,3,1,1,7,1.13,675.48,0,0,0
2024,29,BA,2919207,Lauro de Freitas,29136610,60015930,2,3,1,1,5,1.0,736.75,0,0,0
2024,35,SP,3516200,Franca,35063508,60026730,2,2,1,1,3,1.0645161,758.2304716,1,1,0
2024,15,PA,1503606,Itaituba,15036008,60002546,2,3,1,1,3,1.32,730.36,0,0,0
2024,53,DF,5300108,Brasília,53026453,60042400,2,2,1,1,11,1.34,767.71,1,1,0
2024,35,SP,3547809,Santo André,35313068,60027522,2,3,1,1,18,1.0909091,724.6772192,0,0,0
2024,33,RJ,3303203,Nilópolis,33051563,60024241,2,3,1,1,18,1.17,765.77,1,1,0
2024,33,RJ,3304904,São Gonçalo,33081337,60025018,2,3,1,1,7,1.25,664.68,0,0,0
2024,50,MS,5002704,Campo Grande,50000919,60039668,2,3,0,0,17,,,0,,
2024,50,MS,5003702,Dourados,50021363,60039835,2,3,1,1,10,1.08,775.18,1,1,0
2024,26,PE,2608750,Lagoa Grande,26069093,60011627,2,3,1,1,10,1.0,847.55,1,1,0
2024,23,CE,2313005,Solonópole,23069978,60008437,2,3,1,1,14,1.0,837.66,1,1,0
2024,43,RS,4308508,Frederico Westphalen,43032094,60037217,2,3,1,1,4,1.1538462,655.6558413,0,0,0
2024,52,GO,5218904,Rubiataba,52052938,60042097,2,3,1,1,11,1.09,709.28,0,0,0
2024,15,PA,1504422,Marituba,15045196,60003450,2,3,1,1,6,1.42,776.36,1,1,0
2024,35,SP,3550308,São Paulo,35347327,60028167,2,3,1,1,16,1.0740741,708.9200664,0,0,0
2024,43,RS,4317954,Santo Expedito do Sul,43073537,60038599,2,2,1,1,14,1.0714286,798.3355502,1,1,0
2024,22,PI,2205524,Júlio Borges,22026096,60007086,2,3,1,1,21,1.07,802.3,1,1,0
2024,42,SC,4202057,Balneário Barra do Sul,42073960,60036153,2,3,1,1,20,1.54,712.7,0,0,0
2024,23,CE,2303709,Caucaia,23082104,60007992,2,3,1,1,13,1.0,736.52,0,0,0
2024,29,BA,2905107,Caém,29029619,60015071,2,3,1,1,8,1.0,756.42,1,1,0
2024,21,MA,2109007,Porto Franco,21029887,60006236,2,3,1,1,2,1.04,656.72,0,0,0
2024,35,SP,3505708,Barueri,35238702,60031242,2,3,1,1,10,1.0689655,713.6084304,0,0,0
2024,22,PI,2205508,José de Freitas,22029567,60006464,2,3,1,1,2,1.0,653.42,0,0,0
2024,42,SC,4212502,Penha,42067628,60036004,2,3,1,1,16,1.57,722.16,0,0,0
2024,12,AC,1200013,Acrelândia,12012579,60000564,2,3,0,0,9,,,0,,
2024,23,CE,2304954,Guaiúba,23058753,60009274,2,3,1,1,15,1.04,685.51,0,0,0
2024,29,BA,2933000,Valente,29259799,60017550,2,3,1,1,4,1.0,727.73,0,0,0
2024,31,MG,3151800,Poços de Caldas,31116427,60019657,2,3,1,1,4,1.18,738.88,0,0,0
2024,35,SP,3550308,São Paulo,35354156,60025817,2,2,1,1,14,1.0,831.6440295,1,1,0
2024,31,MG,3144300,Nanuque,31134523,60019894,2,2,1,1,14,1.22,797.46,1,1,0
2024,33,RJ,3305109,São João de Meriti,33084125,60025067,2,3,1,1,15,1.11,737.08,0,0,0
2024,26,PE,2608909,Limoeiro,26075994,60013178,2,3,1,1,19,1.08,733.48,0,0,0
2024,41,PR,4100301,Agudos do Sul,41103043,60033792,2,3,1,1,4,1.0,760.37,1,1,0
2024,51,MT,5102678,Campo Verde,51017239,60040792,2,3,1,1,13,1.16,691.99,0,0,0
2024,53,DF,5300108,Brasília,53005449,60042353,2,2,1,1,11,1.21,752.6,1,1,0
2024,51,MT,5103353,Confresa,51007046,60040246,2,3,1,1,17,1.09,720.03,0,0,0
2024,41,PR,4106902,Curitiba,41125037,60034372,2,3,1,1,17,1.27,676.29,0,0,0
2024,53,DF,5300108,Brasília,53026511,60042459,2,2,1,1,11,1.0,742.24,0,0,0
2024,31,MG,3106200,Belo Horizonte,31072100,60018030,2,2,1,1,11,1.08,699.24,0,0,0
2024,23,CE,2312908,Sobral,23034731,60008943,2,3,1,1,13,1.07,847.63,1,1,0
2024,35,SP,3515152,Engenheiro Coelho,35115823,60031097,2,3,1,1,7,1.04,815.354407,1,1,0
2024,53,DF,5300108,Brasília,53018225,60042487,2,2,1,1,10,1.4,725.16,0,0,0
2024,15,PA,1501402,Belém,15091271,60002009,2,3,1,1,9,1.04,745.75,1,1,0
2024,13,AM,1302603,Manaus,13055612,60000904,2,2,0,0,2,,,0,,
2024,35,SP,3549904,São José dos Campos,35190277,60027300,2,3,1,1,13,1.0,634.4477289,0,0,0
2024,43,RS,4317202,Santa Rosa,43079809,60039222,2,2,1,1,3,1.15,723.4584124,0,0,0
2024,43,RS,4310108,Igrejinha,43038928,60037382,2,3,1,1,21,1.0434783,770.5267235,1,1,0
2024,29,BA,2902500,Baianópolis,29011252,60014605,2,3,1,1,12,1.0,643.08,0,0,0
2024,31,MG,3164704,São Sebastião do Paraíso,31188239,60019781,2,3,1,1,19,1.04,771.35,1,1,0
2024,23,CE,2308708,Morada Nova,23011381,60008514,2,3,1,1,2,1.0,755.1,1,1,0
2024,43,RS,4319158,São Miguel das Missões,43107643,60038685,2,3,1,1,12,1.0,717.087869,0,0,0
2024,26,PE,2606200,Goiana,26019027,60012054,2,3,1,1,13,1.24,759.3,1,1,0
2024,15,PA,1503606,Itaituba,15035231,60002531,2,3,0,0,1,,,0,,
2024,26,PE,2613909,Serra Talhada,26058793,60011508,2,3,1,1,10,1.0,780.42,1,1,0
2024,25,PB,2501500,Bananeiras,25018299,60010686,2,3,1,1,17,1.14,773.9,1,1,0
2024,35,SP,3515509,Fernandópolis,35061756,60030983,2,3,1,1,14,1.0833333,723.7680484,0,0,0
2024,51,MT,5103353,Confresa,51007237,60040649,2,3,0,0,6,,,0,,
2024,13,AM,1302603,Manaus,13044575,60000821,2,3,1,1,19,1.11,780.83,1,1,0
2024,11,RO,1100098,Espigão D'Oeste,11020977,60000298,2,3,1,1,16,1.26,773.42,1,1,0
2024,50,MS,5003207,Corumbá,50015024,60039595,2,3,1,1,19,1.28,678.32,0,0,0
2024,26,PE,2611101,Petrolina,26070415,60011614,2,3,1,1,21,1.07,671.66,0,0,0
2024,26,PE,2607901,Jaboatão dos Guararapes,26038927,60012346,2,3,1,1,21,1.0,758.83,1,1,0
2024,13,AM,1302504,Manacapuru,13014662,60000788,2,3,1,1,16,1.23,726.9,0,0,0
2024,27,AL,2706406,Pão de Açúcar,27022362,60013942,2,3,1,1,16,1.0,773.6,1,1,0
2024,35,SP,3550308,São Paulo,35379504,60026516,2,2,0,0,13,,,0,,
2024,22,PI,2211308,Valença do Piauí,22017922,60006940,2,3,1,1,3,1.13,710.8,0,0,0
2024,23,CE,2303709,Caucaia,23013682,60008924,2,3,1,1,12,1.0,790.58,1,1,0
2024,35,SP,3547809,Santo André,35312816,60027451,2,3,1,1,13,1.0869565,731.0139513,0,0,0
2024,26,PE,2600104,Afogados da Ingazeira,26056610,60011466,2,3,1,1,20,1.0,792.08,1,1,0
2024,29,BA,2925105,Poções,29174437,60016577,2,3,1,1,6,1.0,782.66,1,1,0
2024,31,MG,3110905,Campanha,31001099,60020580,2,3,1,1,1,1.05,822.57,1,1,0
2024,43,RS,4320008,Sapucaia do Sul,43092117,60038738,2,2,1,1,13,1.1111111,672.0334234,0,0,0
2024,35,SP,3509502,Campinas,35045072,60031319,2,2,1,1,2,1.2,638.4661607,0,0,0
2024,29,BA,2927408,Salvador,29220486,60017772,2,3,1,1,4,1.0,728.32,0,0,0
2024,23,CE,2307304,Juazeiro do Norte,23027582,60008829,2,3,1,1,20,1.0,817.83,1,1,0
2024,15,PA,1503606,Itaituba,15035385,60003581,2,3,1,1,20,1.23,733.28,0,0,0
2024,23,CE,2300754,Amontada,23050472,60007643,2,3,1,1,2,1.0,768.1,1,1,0
2024,11,RO,1100304,Vilhena,11018159,60000320,2,3,0,0,7,,,0,,
2024,33,RJ,3306305,Volta Redonda,33095224,60023658,2,3,1,1,2,1.09,678.75,0,0,0
2024,13,AM,1302603,Manaus,13031682,60000935,2,3,1,1,5,1.3,718.04,0,0,0
2024,33,RJ,3302403,Macaé,33039236,60023336,2,3,1,1,20,1.17,690.52,0,0,0
2024,41,PR,4115200,Maringá,41012199,60033952,2,3,1,1,20,1.11,768.4,1,1,0
2024,43,RS,4320677,Sinimbu,43074961,60039357,2,3,1,1,11,1.1333333,781.2621876,1,1,0
2024,31,MG,3169901,Ubá,31101286,60020278,2,3,1,1,14,1.46,788.57,1,1,0
2024,35,SP,3515707,Ferraz de Vasconcelos,35325233,60030595,2,3,1,1,7,1.0434783,712.6743178,0,0,0
2024,24,RN,2412203,São José de Mipibu,24019298,60009997,2,2,1,1,1,1.15,729.37,0,0,0
2024,35,SP,3550308,São Paulo,35393204,60025802,2,2,1,1,5,1.0,665.4619589,0,0,0
2024,52,GO,5218805,Rio Verde,52051452,60041462,2,3,1,0,17,,,0,,
2024,41,PR,4120804,Quatro Barras,41026536,60033670,2,3,1,1,10,1.13,745.21,1,1,0
2024,41,PR,4115200,Maringá,41067136,60032073,2,3,1,1,1,1.36,727.21,0,0,0
2024,23,CE,2301604,Assaré,23024450,60008689,2,3,1,1,19,1.0,897.03,1,1,0
2024,32,ES,3205309,Vitória,32007743,60022717,2,3,1,1,21,1.05,756.31,1,1,0
2024,33,RJ,3300456,Belford Roxo,33005320,60023981,2,3,1,1,20,1.43,750.06,1,1,0
2024,52,GO,5201405,Aparecida de Goiânia,52020349,60041990,2,3,1,1,1,1.0,803.14,1,1,0
2024,33,RJ,3303708,Paraíba do Sul,33092184,60025367,2,3,1,1,11,1.13,778.14,1,1,0
2024,21,MA,2102150,Brejo de Areia,21044164,60004770,2,3,1,1,19,1.22,721.65,0,0,0
2024,35,SP,3537602,Peruíbe,35199503,60028564,2,3,0,0,19,,,0,,
2024,35,SP,3550308,São Paulo,35409043,60027031,2,3,1,1,1,1.0714286,677.022334,0,0,0
2024,28,SE,2802908,Itabaiana,28002573,60014130,2,3,1,1,1,1.0,669.49,0,0,0
2024,35,SP,3550308,São Paulo,35420559,60026245,2,3,1,1,13,1.2272727,674.2601208,0,0,0
2024,31,MG,3139003,Machado,31139924,60020923,2,3,1,1,2,1.0,788.27,1,1,0
2024,29,BA,2918001,Jequié,29125293,60016336,2,3,1,1,11,1.0,740.25,0,0,0
2024,22,PI,2211001,Teresina,22013228,60007121,2,3,1,1,17,1.03,829.14,1,1,0
2024,41,PR,4124400,Santo Antônio do Sudoeste,41056326,60033931,2,3,1,1,20,1.17,749.6,1,1,0
2024,23,CE,2303709,Caucaia,23062062,60009423,2,3,1,1,15,1.0,777.4,1,1,0
2024,28,SE,2802908,Itabaiana,28002449,60014144,2,2,1,1,8,1.15,730.65,0,0,0
2024,41,PR,4102802,Bela Vista do Paraíso,41109095,60034046,2,3,1,1,21,1.35,733.48,0,0,0
2024,21,MA,2113009,Vitorino Freire,21045043,60005784,2,3,1,1,8,1.0,769.77,1,1,0
2024,42,SC,4216602,São José,42075720,60036309,2,3,1,1,4,1.22,737.4,0,0,0
2024,35,SP,3550308,São Paulo,35380346,60027447,2,2,1,1,2,1.1904762,823.2805068,1,1,0
2024,33,RJ,3303500,Nova Iguaçu,33057573,60025303,2,3,1,1,15,1.17,608.8,0,0,0
2024,41,PR,4106902,Curitiba,41121716,60033537,2,3,1,1,8,1.03,789.88,1,1,0
2024,31,MG,3137601,Lagoa Santa,31194763,60021941,2,3,0,0,9,,,0,,
2024,26,PE,2611101,Petrolina,26069608,60011596,2,3,1,1,11,1.13,733.85,0,0,0
2024,51,MT,5102686,Campos de Júlio,51015096,60040168,2,3,1,1,5,1.2,723.0,0,0,0
2024,32,ES,3201308,Cariacica,32016970,60022556,2,3,1,1,16,1.04,667.08,0,0,0
2024,31,MG,3122306,Divinópolis,31037249,60018600,2,3,1,1,21,1.08,804.36,1,1,0
2024,53,DF,5300108,Brasília,53019547,60042220,2,2,1,1,9,1.43,765.92,1,1,0
2024,23,CE,2314102,Viçosa do Ceará,23060783,60007463,2,3,1,1,4,1.06,810.17,1,1,0
2024,52,GO,5201108,Anápolis,52012594,60041756,2,3,1,1,2,1.07,789.12,1,1,0
2024,33,RJ,3304557,Rio de Janeiro,33121566,60024550,2,3,1,1,21,1.53,726.68,0,0,0
2024,35,SP,3550308,São Paulo,35381429,60031500,2,2,1,1,20,1.16,820.1008774,1,1,0
2024,35,SP,3538006,Pindamonhangaba,35133094,60030780,2,3,1,1,10,1.0714286,826.4832126,1,1,0
2024,53,DF,5300108,Brasília,53022260,60042494,2,2,1,1,21,1.26,752.26,1,1,0
2024,33,RJ,3304524,Rio das Ostras,33075608,60025698,2,3,1,1,7,1.26,728.38,0,0,0
2024,52,GO,5218805,Rio Verde,52052674,60042046,2,3,1,1,21,1.0,807.85,1,1,0
